"Code","Category","Description","Size","Total Inventory","Price","Sale Price","Sale End Date"
"41327","IMPORTED BRANDY","ST REMY BRANDY VSOP - 750ML","750ML","192","$18.99",,
"362284","AMERICAN RED","TEXTBOOK CABERNET MISE EN PLACE - 750ML","750ML","0","$93.99",,
"393886","SPARKLING","MARQUIS DE LATOUR ROSE SPARK - 750ML","750ML","0","$11.99",,
"69108","IMPORTED CORDIALS","RICARD ANISE - 750ML","750ML","0","$31.99",,
"74093","IMPORTED SCOTCH","JOHNNIE WALKER AGED 18YR - 750ML","750ML","582","$88.99",,
"15453","ITALIAN RED WINE","CASAL THAULERO SANGIOVESE 750ML","750ML","0","$8.99",,
"168098","SPARKLING","LONGEVITY BLANC DE NLANC 750ML","750ML","0","$24.99",,
"168074","AMERICAN RED","CHARLES & CHARLES BOLT CABERNET 750ML","750ML","0","$12.99",,
"43137","TEQUILA","GRAN CENTENARIO ANEJO - 750ML","750ML","0","$42.99",,
"70908","IRISH WHISKEY","WRITERS TEARS MARSALA CASK IRISH - 750ML","750ML","0","$85.99",,
"78609","IMPORTED SCOTCH","CHIVAS REGAL 25YR SCOTCH - 750ML","750ML","0","$276.99",,
"167685","DOMESTIC CORDIALS","MR BOSTON CREME DE MENTHE GREEN 1L - 1LTR","1LTR","0","$6.99",,
"42586","STRAIGHT BOURBON WHISKEY","DOC SWINSON'S ALTER EGO TRIPLE CASK STRAIGHT BOURB WHISKEY - 750ML","750ML","0","$72.99",,
"58165","IMPORTED SCOTCH","JOHNNIE WALKER GREEN - 750ML","750ML","0","$63.99",,
"239084","CHILE","MIGUEL TORRES O/V VIGNO CORDILLERA CARIGNAN - 750ML","750ML","0","$25.99",,
"42584","STRAIGHT RYE WHISKEY","DOC SWINSON'S ALTER EGO SOLERA METHOD STRAIGHT RYE WHISKEY - 750ML","750ML","0","$48.99",,
"74236","STRAIGHT RYE WHISKEY","JACK DANIELS TENNESSEE RYE - 750ML","750ML","0","$31.99",,
"369470","GERMAN WINE","VILLA WOLF RIES - 750ML","750ML","0","$16.99",,
"73308","STRAIGHT BOURBON WHISKEY","WIDOW JANE STRAIT BOURBON WHISKY - 750ML","750ML","0","$81.99",,
"169825","DOMESTIC LIQUOR SPECIALTY","BUBBAS BURNT SUGAR WHISKEY 750ML","750ML","0","$23.99",,
"52272","AMERICAN RED","WORTHY CAB - 750ML","750ML","576","$43.99",,
"169714","NON-ALCOHOLIC MIXERS","WHITE ROCK GINGER BEER 1L","1L","0","$2.49",,
"296969","AMERICAN RED","JAYSON NAPA CAB - 750ML","750ML","0","$99.99",,
"297900","SPANISH/PORTUGUESE","RAVENTOS I BLANC CONCA DEL RIU ANOIA 'BLANC DE BLANCS' RESERVA BRUT 750ML","750ML","0","$28.99",,
"345470","DOMESTIC VODKA FLAVORS","DEEP EDDY LEMON VODKA - 50ML","50ML","0","$0.99",,
"68335","AMERICAN TABLE WINE","BOTA BOX NIGHTHAWK GOLD VIBRANT SAUV BLANC 3L","3L","156","$21.99",,
"87246","SPARKLING","KORBEL BLANC DE NOIR CHAMPAGNE - 750ML","750ML","0","$17.99",,
"42411","BLENDED WHISKEY","HERITAGE DIST BSB BROWN SUGAR BOURB - 750ML","750ML","0","$27.99",,
"170570","STRAIGHT BOURBON WHISKEY","COPPER AND CASK SMALL BATCH #4 WHISKEY 750ML","750ML","0","$54.99",,
"346940","DOMESTIC GIN","KOVAL DRY GIN - 750ML","750ML","0","$41.99",,
"311325","AMERICAN WHITE","BLACK BOX CHARD TETRA - 500ML","500ML","2004","$3.99",,
"431575","AMERICAN WHITE","JOSH CELLARS CHARD 750ML","750ML","3648","$16.99",,
"74766","TEQUILA","LUNAZUL TEQUILA - BLANCO - 750ML","750ML","684","$22.99",,
"340441","AMERICAN RED","Z ALEXANDER BROWN RED BLEND - 750ML","750ML","168","$18.99",,
"297511","SOUR MASH WHISKEY","JACK DANIELS TENNESSEE FIRE - 200ML","200ML","0","$8.99",,
"242142","AMERICAN BLUSH","COPPOLA DIAMOND ROSE 750ML (1 Bottle)","750ML","468","$15.99","$11.99","09/30/2025"
"350756","STRAIGHT RYE WHISKEY","SAGAMORE SPIRIT DOUBLE OAK - 750ML","750ML","42","$61.99",,
"238191","RED BORDEAUX WINE","CH LAMOTHE ST-GERMAIN RED BORD - 750ML","750ML","0","$11.99",,
"74264","STRAIGHT RYE WHISKEY","MINOR CASE STRAIGHT RYE WHISKEY 750 - 750ML","750ML","0","$44.99",,
"43214","DOMESTIC CORDIALS","DEKUYPER PUCKER WATERMELON - 1L","1L","0","$11.99",,
"97012","DOMESTIC BOTTLE BEER","DOGFISH HEAD 90 MIN IPA 6/4-NR - 12.0Z (4-Pack)","4pk","0","$9.99",,
"373152","STRAIGHT RYE WHISKEY","WHEEL HORSE RYE - 750ML","750ML","0","$27.99",,
"164","STORE SUPPLIES","BOXED ON THE ROCKS GLASSES - BAG","BAG","0","$19.99",,
"89380","SINGLE MALT SCOTCH","SINGLE MALTS OF SCOTLAND LINKWOOD 14YR 117P SPEYSIDE - 750ML","750ML","0","$78.99",,
"89676","COGNAC","BAARDSETH XO COGNAC SINGLE CRU - 750ML","750ML","0","$93.99",,
"167674","DOMESTIC CORDIALS","MR BOSTON SLOE GIN 1L - 1LTR","1LTR","0","$11.99",,
"41340","AMERICAN RED","HARTFORD COURT LANDS EDGE P/NOIR - 750ML","750ML","0","$58.99",,
"297549","GERMAN WINE","ERBES URZIGER WURZGARTEN RIESLING QBA 750ML","750ML","0","$14.99",,
"373108","STRAIGHT BOURBON WHISKEY","GARRISON BROS SMALL BATCH TEXAS BOURBON - 750ML","750ML","0","$87.99",,
"47927","GERMAN WINE","HEINZ EIFEL RIES MOSEL AUS - 750ML","750ML","0","$15.99",,
"352858","AMERICAN WHITE","KOSTA BROWNE R/R CHARDONNAY ONE SIXTEEN - 750ML","750ML","0","$90.99",,
"167678","DOMESTIC CORDIALS","MR BOSTON CREME DE CACAO WHITE 1L - 1LTR","1LTR","0","$6.99",,
"89620","STRAIGHT BOURBON WHISKEY","AMERICAN HIGHWAY RESERVE STRAIGHT BOURB WHISKEY - 750ML","750ML","0","$66.99",,
"38580","IMPORTED RUM FLAVORS","CAPTAIN MORGAN SPICED RUM - 1.75L","1.75L","1014","$27.99",,
"306288","STRAIGHT BOURBON WHISKEY","FOUR ROSES SINGLE BARREL 100P - 750ML (1 Bottle)","750ML","378","$45.99","$39.99","09/30/2025"
"308272","ITALIAN RED WINE","SAN GIORIO BRUN UGOLFORTE - 750ML","750ML","0","$62.99",,
"44905","NEW ZEALAND","FIRE ROAD S/BLC - 750ML","750ML","156","$17.99",,
"41502","DOMESTIC VODKA FLAVORS","SMIRNOFF VODKA WATERMELON TWIST - 750ML","750ML","0","$13.99",,
"70113","IMPORTED VODKA FLAVORS","GREY GOOSE LA POIRE 6/CS - 1L","1L","240","$44.99",,
"83008","AMERICAN WHITE","WM HILL CAL S/BLC - 750ML","750ML","312","$13.99",,
"311341","SPANISH/PORTUGUESE","VINA EQUIA TEMPRANILLO - 750ML","750ML","0","$14.99",,
"242064","SPARKLING","J VINEYARDS CAL CUVEE - 750ML","750ML","0","$23.99",,
"351314","IMPORTED VODKA","HAKU VODKA - 750ML","750ML","120","$28.99",,
"82031","AMERICAN RED","CLOS DU BOIS CAB - 750ML","750ML","336","$11.99",,
"71748","RED BORDEAUX WINE","LE CLARENCE DE HAUT-BRION '20 - 750ML","750ML","0","$217.99",,
"335363","COGNAC","REMY MARTIN 1738 12/CS - 375ML","375ML","0","$37.99",,
"377932","IMPORTED GIN","SILKS IRISH DRY GIN - 750ML","750ML","0","$32.99",,
"170782","FRANCE-OTHER","FOREVER YOUNG CDP PROV ROSE 750ML","750ML","0","$22.99",,
"243418","STRAIGHT RYE WHISKEY","WILDERNESS TRAIL STRAIGHT RYE WHISKEY - 750ML","750ML","0","$69.99",,
"379657","FRENCH WHITE WINE","FRANCK PASCAL FLUENCE CHAMPAGNE - 750ML","750ML","0","$68.99",,
"155","STORE SUPPLIES","VACU VIN COCKTAIL SHAKER SET - BAG","BAG","0","$37.99",,
"248164","STRAIGHT BOURBON WHISKEY","UNCLE NEAREST SINGLE BARREL WHISKEY 750ML","750ML","0","$75.99",,
"65366","IMPORTED VODKA","STOLICHNAYA ELIT 750ML","750ML","180","$46.99",,
"242019","STRAIGHT RYE WHISKEY","WIDOW JANE APPLEWOOD RYE - 750ML","750ML","0","$44.99",,
"167682","DOMESTIC CORDIALS","MR BOSTON BLACK RASPBERRY 1L - 1LTR","1LTR","0","$6.99",,
"32241","ITALIAN WHITE WINE","TORMARESCA CALAFURIA ROSE - 750ML","750ML","0","$23.99",,
"12527","IMPORTED VODKA FLAVORS","SVEDKA VODKA BLUE RASPBERRY - 750ML","750ML","204","$10.99",,
"435023","GERMAN WINE","HEINZ EIFEL RIES AUS - 750ML","750ML","0","$20.99",,
"316655","GERMAN WINE","VILLA WOLF DRY RIES - 750ML","750ML","0","$16.99",,
"49341","CHAMPAGNE","BEAU JOIE BRUT - 750ML","750ML","0","$92.99",,
"71619","STRAIGHT BOURBON WHISKEY","BULLEIT BOURBON - 1.75L (1 Bottle)","1.75L","156","$57.99","$53.99","09/30/2025"
"296975","TEQUILA","KOMOS EXTRA ANEJO - 750ML","750ML","0","$461.99",,
"43230","AMERICAN WHITE","TREFETHEN NAPA DRY RIESLING - 750ML","750ML","0","$27.99",,
"329606","NON-ALCOHOLIC MIXERS","FINEST CALL BLOODY MARY HABANE - 1L","1L","0","$4.99",,
"19488","STRAIGHT BOURBON WHISKEY","GEORGE DICKEL #12 - 1.75L","1.75L","0","$49.99",,
"170453","IRISH WHISKEY","WRITERS TEARS POT STILL IRISH WHISKEY 750ML","750ML","0","$68.99",,
"332511","AMERICAN WHITE","HANNA S/BLC - 750ML","750ML","0","$22.99",,
"42492","TEQUILA","LOTE MAESTRO EXTRA ANEJO TEQ - 750ML","750ML","0","$124.99",,
"89208","STRAIGHT BOURBON WHISKEY","OAK & EDEN BOURB/VINE CAB OAK BOURB - 750ML","750ML","0","$42.99",,
"241614","SPANISH/PORTUGUESE","CAMPO VIEJO STILL ROSE - 750ML","750ML","0","$12.99",,
"52736","AMERICAN RED","COPPOLA DIAMOND P/NOIR - 750ML (1 Bottle)","750ML","396","$17.99","$14.99","09/30/2025"
"70198","NON-ALCOHOLIC MIXERS","MASTER OF MIXES MARGARITA LITE - 1.75L","1.75L","234","$8.99",,
"77060","TEQUILA","MAESTRO DOBEL SILVER TEQUILA - 750ML","750ML","0","$36.99",,
"368616","STRAIGHT BOURBON WHISKEY","RAGGED BRANCH DOUBLE OAKED SIGNATURE VA STRAIGHT BOURBON WHISKEY BOTTLED IN BOND - 750ML","750ML","0","$58.99",,
"84558","CHAMPAGNE","CHARLES HEIDSIECK BRUT RESERVE 750ML","750ML","0","$91.99",,
"35084","DOMESTIC VODKA","GILBEY'S VODKA - 1L","1L","372","$9.99",,
"15370","AMERICAN TABLE WINE","101 NORTH CABERNET SAUVIGNON 750ML","750ML","1284","$7.99",,
"18695","TEQUILA","MAESTRO DOBEL ANEJO TEQUILA MOCO BRL 750ML","750ML","0","$60.99",,
"88992","STRAIGHT RYE WHISKEY","NULU TOASTED RYE WHISKEY 117P - 750ML","750ML","0","$128.99",,
"242100","IMPORTED CORDIALS","HEERING CHERRY LIQUEUR - 750ML","750ML","0","$25.99",,
"88521","SOUR MASH WHISKEY","JACK DANIELS BONDED 100P - 700ML","700ML","66","$32.99",,
"243733","AMERICAN RED","SKYFALL WASH ST MERLOT - 750ML","750ML","0","$19.99",,
"28290","AMERICAN RED","LINGANORE WINE CELLARS BACIONI - 750ML","750ML","0","$16.99",,
"82040","AMERICAN WHITE","CLOS DU BOIS BF CHARD - 750ML","750ML","840","$11.99",,
"167688","DOMESTIC CORDIALS","MR BOSTON CREME DE CACAO DARK 1L - 1LTR","1LTR","0","$6.99",,
"300663","SPARKLING","TIAMO PROSECCO N/V 200ML","200ML","0","$6.99",,
"352576","AMERICAN BLUSH","WOLFFER ESTATE SUMMER IN A BOTTLE ROSE NEW YORK - 750ML","750ML","168","$29.99",,
"70037","DOMESTIC LIQUOR SPECIALTY","JACK DANIELS TENNESSEE  FIRE - 750ML","750ML","192","$25.99",,
"300687","IMPORTED CORDIALS","KAHLUA VAP W/MUG - 750ML","750ML","0","$27.99",,
"129","STORE SUPPLIES","ICE BAG BLACK OPAQUE - UNIT","UNIT","0","$5.99",,
"89683","TEQUILA","7 LEGUES BLANCO TEQUILA - 700ML","700ML","0","$52.99",,
"83690","AMERICAN RED","CH ST MICH MER - 750ML","750ML","0","$19.99",,
"245903","BOTTLED IN BOND","FILIBUSTER STRAIGHT BOURBON BIB - 750ML","750ML","0","$81.99",,
"233306","AMERICAN BLUSH","MAISON NOIR LOVE DRUNK ROSE - 750ML","750ML","0","$23.99",,
"71383","IMPORTED VODKA FLAVORS","CIROC VODKA -  APPLE - 750ML","750ML","0","$29.99",,
"336262","ITALIAN RED WINE","STELLA ROSA BLACK CHERRY 750ML","750ML","0","$13.99",,
"315087","RED BORDEAUX WINE","CH PAVEIL DE LUZE MARGUAX - 750ML","750ML","0","$56.99",,
"238669","IMPORTED CORDIALS","HOVDING NORWEGIAN AQUAVIT - 750ML","750ML","0","$26.99",,
"371872","MISCELLANEOUS IMPORTED WINE","RIUNITE FRUIT FRESHERS BLACK CHERRY - 750ML","750ML","0","$9.99",,
"170817","MISCELLANEOUS IMPORTED SPIRITS","INDRI SINGLE MALT INDIAN WHISKY 750ML","750ML","0","$66.99",,
"42764","AMERICAN RED","LINGANORE SANG - 750ML","750ML","60","$13.99",,
"58980","IMPORTED CORDIALS","JINRO CHAMISUL ORIGINAL SOJU - 375ML","375ML","0","$6.99",,
"358014","IRISH WHISKEY","CLONAKILTY PORT CASK IRISH WHISKEY 750ML","750ML","0","$49.99",,
"73121","ITALIAN RED WINE","CENTINE TUSCANY RED - 750ML","750ML","0","$14.99",,
"169826","NON-ALCOHOLIC MIXERS","FEVER TREE CLASSIC MARGARITA MIX - 750ML","750ML","0","$9.99",,
"71242","ITALIAN RED WINE","RIUNITE LAMBRUSCO - 1.5L","1.5L","222","$13.99",,
"89339","IMPORTED RUM","EL DORADO RUM 12YR - 750ML","750ML","0","$43.99",,
"83623","AMERICAN RED","WENTE VYDS SOUTHERN HILLS CAB 750ML","750ML","588","$19.99",,
"88817","STRAIGHT BOURBON WHISKEY","BARRELL CRAFT SPIRITS BOURB (GOLD LABEL) 113.54PROOF - 750ML","750ML","0","$579.99",,
"66976","DOMESTIC CAN BEER","DOGFISH HEAD TROPICAL SQUALL 4/6 CAN - 12.0Z (6-Pack)","6pk","3024","$11.99",,
"355766","IRISH WHISKEY","CLONAKILTY SINGLE BATCH IRISH WHISKEY - 750ML","750ML","0","$61.99",,
"81591","AMERICAN WHITE","BAREFOOT BUTTERY CHARD - 1.5L (1 Bottle)","1.5L","78","$14.99","$12.99","09/30/2025"
"377310","DOMESTIC GIN","HARDSHORE DISTILLING COMPANY ORIGINAL GIN - 750ML","750ML","0","$43.99",,
"36986","IMPORTED VODKA","SVEDKA VODKA 80P - 1.75L (1 Bottle)","1.75L","876","$20.99","$18.99","09/30/2025"
"29645","AMERICAN WHITE","CHALONE ESTATE CHARD - 750ML","750ML","0","$31.99",,
"248112","IMPORTED RUM","COCONUT CARTEL BLANCO 750ML","750ML","228","$23.99",,
"350707","TEQUILA","VOLCAN CRISTALINO TEQUILA - 750ML","750ML","0","$71.99",,
"170770","TEQUILA","CAZCANES NO.7 REPOSADO - 750ML","750ML","0","$130.99",,
"171490","AMERICAN WHITE","BEZEL BY CAKEBREAD EDNA VALLEY CHARD 750ML","750ML","0","$25.99",,
"79669","VERMOUTH","MARTINI & ROSSI DRY VERMOUTH - 375ML","375ML","1224","$9.99",,
"348887","AMERICAN TABLE WINE","LINGANORE RASPBERRY - 1.5L","1.5L","0","$24.99",,
"58281","SINGLE MALT SCOTCH","HIGHLAND PARK CASK STRENGTH -128.2P - 750ML","750ML","0","$101.99",,
"244665","DOMESTIC CORDIALS","ARROW SOUR APPLE LIQUEUR 1L","1L","0","$7.29",,
"241741","PRE-MIX COCKTAILS","HIGH WEST BARREL AGED MV WHISKEY GIFT SET 6/2PK - 375ML (2-Pack)","2pk","0","$49.99",,
"356312","AMERICAN WHITE","SUNNY WITH A CHANCE OF FLOWERS S/BLANC - 750ML","750ML","0","$14.99",,
"170156","DOMESTIC CORDIALS","APPALACHIAN KELLOGG'S EGGO NOG 750ML","750ML","0","$20.99",,
"93324","DOMESTIC BOTTLE BEER","ALLAGASH TRIPLE 6/4 NR - 12.0Z (4-Pack)","4pk","0","$11.45",,
"43931","AMERICAN RED","ST FRANCIS SONOMA CAB VV 750ML","750ML","324","$22.99",,
"60211","DOMESTIC CAN BEER","EVOLUTION LOT 6 4/6 NR - 12.0Z (6-Pack)","6pk","288","$11.99",,
"16560","SPANISH/PORTUGUESE","MARTIN CENDOYA RED RES - 750ML","750ML","0","$29.99",,
"70913","IRISH WHISKEY","WRITERS TEARS MIZUNARA CASK IRISH - 750ML","750ML","0","$121.99",,
"82013","SPARKLING","ST HILAIRE ROSE SPARKLING - 750ML","750ML","0","$19.99",,
"86916","KOSHER","MANISCHEWITZ BLACKBERRY - 1.5L","1.5L","90","$13.99",,
"81540","AMERICAN TABLE WINE","ALMADEN MOUNTAIN RHINE BIB - 5L","5L","0","$23.99",,
"11231","STRAIGHT BOURBON WHISKEY","WILD TURKEY 101P - 1.75L","1.75L","204","$51.99",,
"241132","STRAIGHT BOURBON WHISKEY","MCCLINTOCK MATCHSTICK STRAIGHT BOURB WHISKEY - 750ML","750ML","0","$51.99",,
"54195","TEQUILA","DON FULANO FUERTE TEQUILA - SILVER 750ML","750ML","0","$65.99",,
"72143","TEQUILA","DON JULIO PRIMAVERA TEQUILA REPOSADO - 750ML","750ML","0","$118.99",,
"70894","DOMESTIC VODKA FLAVORS","SMIRNOFF VODKA - RED WHITE AND BERRY - 750ML","750ML","0","$13.99",,
"169711","NON-ALCOHOLIC MIXERS","WHITE ROCK CLUB SODA 1L","1L","0","$2.99",,
"88178","IRISH WHISKEY","METHOD & MADNESS SINGLE POT STILL - 700ML","700ML","0","$68.99",,
"245972","IMPORTED CORDIALS","DISARONNO VELVET CREAM W/GLASS 750ML","750ML","0","$29.99",,
"81767","AUSTRALIAN","YELLOW TAIL S/BLC - 1.5L","1.5L","936","$13.99",,
"70193","DOMESTIC VODKA","SMIRNOFF VODKA - PEACH LEMONADE - 750ML","750ML","0","$13.99",,
"89322","DOMESTIC VODKA","HOLLA THE JALAPENO VODKA - 750ML","750ML","0","$24.99",,
"14828","STRAIGHT BOURBON WHISKEY","MAKERS MARK 46 CASK STRENGTH 750ML","750ML","0","$57.99",,
"296996","NON-ALCOHOLIC MIXERS","GEORGE'S STRAWBERRY MARGARITA MIX - 1L","1L","0","$6.99",,
"15408","AMERICAN RED","WOODBRIDGE PINOT NOIR BIB 3L","3L","0","$19.99",,
"49166","AMERICAN WHITE","HOGUE CHARD - 750ML","750ML","0","$10.99",,
"83712","AMERICAN RED","CH ST MICH CAB - 750ML","750ML","384","$19.99",,
"234366","ITALIAN RED WINE","TENUTA DI ARCENO VALADORNA 750ML","750ML","0","$96.99",,
"80146","AMERICAN RED","BOGLE PHANTOM - 750ML","750ML","516","$17.99",,
"42461","STRAIGHT BOURBON WHISKEY","1792 SMALL BATCH - 1.75L","1.75L","0","$57.99",,
"90751","DOMESTIC BOTTLE BEER","ALLAGASH WHITE 6/4 NR - 12.0Z (4-Pack)","4pk","0","$9.99",,
"128505","IRISH WHISKEY","JAMESON ORANGE - 1.75L","1.75L","0","$61.99",,
"15125","STRAIGHT BOURBON WHISKEY","BASIL HAYDEN TOAST 750ML","750ML","192","$54.99",,
"34681","IMPORTED RUM","EL DORADO 15YR SPEC RES RUM - 750ML","750ML","42","$76.99",,
"378029","ITALIAN WHITE WINE","RISATA PROSECCO - 750ML","750ML","0","$15.99",,
"15811","MISCELLANEOUS IMPORTED SPIRITS","MOZART CHOCOLATE COFFEE LIQUEUR 750ML","750ML","0","$25.99",,
"67601","DOMESTIC GIN","GILBEY'S GIN - 375ML","375ML","0","$5.99",,
"166303","AMERICAN RED","PROPHECY CAL CAB - 750ML","750ML","0","$12.99",,
"89214","STRAIGHT BOURBON WHISKEY","OAK & EDEN WHEAT/SPIRE FRENCH OAK BOURB - 750ML","750ML","0","$39.99",,
"354470","CHAMPAGNE","LAURENT PERRIER LA CUVEE BRUT - 375ML","375ML","0","$46.99",,
"241992","AMERICAN RED","CUPCAKE LIGHTHEARTED P/NOIR - 750ML","750ML","0","$12.99",,
"74955","IMPORTED CORDIALS","ANCHO REYES CHILE VERDE LIQUEUR - 750ML","750ML","0","$32.99",,
"51006","MALT BASED SELTZER","TRULY TROPICAL VARIETY 2/12PK 120Z SLIM CANS - 12.0Z (12-Pack)","12pk","0","$20.99",,
"72054","DOMESTIC VODKA FLAVORS","NEW AMSTERDAM VODKA - WATERMELON - 1.75L","1.75L","18","$21.99",,
"72172","DOMESTIC VODKA FLAVORS","DEEP EDDY VODKA - LEMON - 50ML","50ML","0","$1.49",,
"341580","AMERICAN RED","FAILLA SONOMA COAST P/NOIR - 750ML","750ML","0","$44.99",,
"85961","AMERICAN WHITE","MIRASSOU MOSCATO - 750ML","750ML","0","$11.99",,
"167869","AMERICAN RED","HAHN APP SERIES GSM RED BLEND 750ML","750ML","0","$21.99",,
"19019","SINGLE MALT SCOTCH","GLENFIDDICH 29YR YOZAKURA SINGLE MALT SCOTCH 750ML","750ML","0","$1,979.99",,
"17222","BLENDED WHISKEY","TOKI 100TH ANNIVERSARY 750ML","750ML","0","$35.99",,
"379357","FRENCH WHITE WINE","GRAND VENEUR CDR BLANC - 750ML","750ML","0","$17.99",,
"89713","IRISH WHISKEY","FOUR WALLS IRISH/AMER RYE WHISKEY - 750ML","750ML","0","$37.99",,
"36137","IMPORTED VODKA FLAVORS","ABSOLUT VODKA - PEPPAR - 750ML","750ML","0","$26.99",,
"326841","AMERICAN RED","JULIA JAMES P/NOIR - 750ML","750ML","156","$15.99",,
"88927","BLENDED WHISKEY","PROCLAMATION BLENDED IRISH WHISKEY - 750ML","750ML","0","$31.99",,
"51608","AMERICAN TABLE WINE","LINGANORE MOUNTAIN WHITE - 750ML","750ML","48","$13.99",,
"16797","LIQ BASED RTD","DEVILS BACKBONE APPLE SMASH RTD 6/4 CANS - 12.0Z (4-Pack)","4pk","0","$12.99",,
"71814","DOMESTIC VODKA","TITO'S HANDMADE VODKA - 50ML 4/PK (4-Pack)","4pk","3180","$9.99",,
